Age,EducationNum,MaritalStatus,Occupation,Relationship,Race,Gender,Hours/Week,Country,Income
54,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K.
37,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K.
31,10,Never-married,Other-service,Own-child,Black,Female,40,United-States,<=50K.
31,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K.
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K.
40,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K.
19,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K.
22,10,Never-married,?,Own-child,Black,Female,24,United-States,<=50K.
25,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K.
19,10,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K.
23,9,Never-married,Sales,Own-child,Black,Female,16,United-States,<=50K.
30,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K.
35,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
35,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K.
32,10,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K.
52,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K.
46,13,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K.
24,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K.
44,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K.
42,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K.
30,7,Divorced,Sales,Unmarried,White,Male,40,United-States,<=50K.
42,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K.
48,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,>50K.
22,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K.
47,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K.
65,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,United-States,<=50K.
45,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K.
17,7,Never-married,Farming-fishing,Own-child,White,Male,15,United-States,<=50K.
20,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,10,United-States,<=50K.
26,11,Never-married,Sales,Not-in-family,Black,Male,50,United-States,<=50K.
30,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K.
48,13,Divorced,Adm-clerical,Unmarried,White,Female,60,?,<=50K.
44,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K.
29,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K.
18,5,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,<=50K.
52,5,Separated,Other-service,Not-in-family,Black,Male,40,United-States,<=50K.
30,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K.
50,8,Never-married,Protective-serv,Other-relative,Black,Male,40,United-States,<=50K.
45,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K.
58,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,>50K.
47,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K.
64,10,Widowed,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K.
25,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K.
42,12,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K.
46,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,>50K.
22,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K.
26,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
49,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K.
28,10,Never-married,Exec-managerial,Unmarried,White,Female,38,United-States,<=50K.
54,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K.
47,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K.
46,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,40,China,<=50K.
35,9,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,<=50K.
57,10,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K.
37,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K.
54,7,Widowed,Protective-serv,Unmarried,Black,Female,40,United-States,<=50K.
34,9,Separated,Machine-op-inspct,Not-in-family,White,Male,45,United-States,<=50K.
54,9,Never-married,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K.
49,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K.
24,13,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K.
18,7,Never-married,Other-service,Own-child,White,Female,4,United-States,<=50K.
62,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,?,>50K.
37,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K.
42,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K.
43,3,Separated,Other-service,Other-relative,White,Female,40,El-Salvador,<=50K.
20,9,Never-married,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K.
36,10,Married-spouse-absent,Other-service,Own-child,White,Female,28,United-States,<=50K.
23,10,Never-married,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K.
48,9,Widowed,Adm-clerical,Unmarried,White,Female,24,United-States,<=50K.
77,1,Widowed,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K.
26,9,Separated,Other-service,Unmarried,White,Female,39,United-States,<=50K.
25,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K.
38,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K.
25,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K.
27,12,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,?,<=50K.
36,9,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K.
51,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,United-States,>50K.
33,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K.
31,10,Married-AF-spouse,Craft-repair,Husband,White,Male,28,United-States,<=50K.
33,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K.
24,13,Never-married,Tech-support,Not-in-family,White,Male,20,United-States,<=50K.
64,9,Widowed,?,Not-in-family,White,Female,4,United-States,<=50K.
36,15,Divorced,Prof-specialty,Unmarried,White,Female,24,Germany,<=50K.
26,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K.
31,13,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K.
33,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K.
22,12,Never-married,?,Own-child,White,Male,40,United-States,<=50K.
37,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
37,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,25,United-States,>50K.
37,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan,>50K.
23,10,Never-married,Adm-clerical,Own-child,Black,Female,24,United-States,<=50K.
26,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K.
37,9,Divorced,Exec-managerial,Unmarried,White,Female,50,United-States,<=50K.
22,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,1,United-States,<=50K.
49,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K.
53,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K.
40,10,Married-civ-spouse,Sales,Husband,White,Male,40,Dominican-Republic,<=50K.
30,13,Never-married,Sales,Unmarried,Black,Female,17,United-States,<=50K.
59,9,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K.
49,9,Divorced,Craft-repair,Unmarried,White,Male,50,United-States,<=50K.
26,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K.
50,2,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,40,Mexico,<=50K.
47,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K.
42,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K.
24,11,Never-married,Sales,Not-in-family,White,Female,35,United-States,<=50K.
46,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,>50K.
50,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K.
18,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,<=50K.
20,9,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,<=50K.
18,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K.
41,12,Never-married,Craft-repair,Not-in-family,White,Male,48,United-States,<=50K.
62,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K.
36,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,<=50K.
46,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K.
48,10,Divorced,Adm-clerical,Unmarried,Black,Male,40,United-States,<=50K.
52,11,Divorced,Adm-clerical,Not-in-family,White,Female,40,Germany,<=50K.
53,9,Never-married,Transport-moving,Unmarried,Black,Male,40,United-States,<=50K.
31,12,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K.
30,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K.
26,9,Never-married,Handlers-cleaners,Unmarried,White,Male,40,United-States,<=50K.
19,9,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K.
20,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K.
35,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K.
24,12,Never-married,Sales,Own-child,White,Male,30,United-States,<=50K.
22,10,Never-married,Prof-specialty,Own-child,White,Female,15,United-States,<=50K.
40,13,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,>50K.
24,5,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K.
34,9,Separated,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K.
24,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K.
20,10,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K.
46,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K.
49,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K.
37,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K.
18,7,Never-married,Prof-specialty,Own-child,White,Male,5,United-States,<=50K.
38,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K.
21,13,Married-civ-spouse,Sales,Other-relative,White,Female,35,United-States,<=50K.
35,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K.
43,11,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K.
61,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K.
46,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K.
39,13,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K.
29,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K.
58,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K.
47,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K.
35,7,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K.
37,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K.
28,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K.
26,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K.
36,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K.
49,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K.
23,10,Never-married,Adm-clerical,Own-child,Black,Male,20,United-States,<=50K.
40,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K.
37,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K.
20,10,Never-married,?,Other-relative,White,Male,40,United-States,<=50K.
20,10,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K.
38,13,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K.
40,9,Never-married,?,Not-in-family,White,Male,23,United-States,<=50K.
58,7,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K.
28,5,Never-married,Machine-op-inspct,Own-child,White,Male,40,Portugal,<=50K.
30,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,>50K.
29,10,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,<=50K.
52,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K.
26,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
39,9,Divorced,Other-service,Unmarried,White,Female,24,United-States,<=50K.
40,14,Divorced,Exec-managerial,Unmarried,White,Female,38,United-States,<=50K.
51,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K.
26,13,Separated,Sales,Not-in-family,White,Female,40,United-States,<=50K.
19,10,Never-married,?,Own-child,White,Male,40,United-States,<=50K.
64,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,India,<=50K.
22,10,Never-married,Adm-clerical,Own-child,White,Male,50,United-States,<=50K.
40,9,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K.
31,13,Widowed,Sales,Unmarried,White,Female,41,United-States,<=50K.
35,10,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,United-States,>50K.
24,13,Never-married,Transport-moving,Own-child,White,Female,84,United-States,<=50K.
58,15,Divorced,Tech-support,Unmarried,White,Male,40,United-States,>50K.
83,10,Widowed,Prof-specialty,Not-in-family,White,Male,12,United-States,<=50K.
45,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K.
47,13,Divorced,Exec-managerial,Unmarried,Other,Male,40,United-States,<=50K.
28,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K.
29,11,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K.
23,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K.
30,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,?,<=50K.
31,11,Never-married,Adm-clerical,Unmarried,Black,Female,30,United-States,<=50K.
30,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,>50K.
57,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K.
80,2,Separated,?,Not-in-family,Black,Male,15,United-States,<=50K.
21,10,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K.
24,7,Never-married,Handlers-cleaners,Own-child,White,Male,39,United-States,<=50K.
39,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
30,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K.
36,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,>50K.
61,15,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K.
23,10,Never-married,Sales,Own-child,White,Male,55,United-States,<=50K.
34,10,Married-civ-spouse,Sales,Husband,White,Male,99,United-States,<=50K.
53,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,40,United-States,<=50K.
23,7,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K.
51,9,Divorced,Sales,Other-relative,White,Female,31,United-States,<=50K.
29,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K.
22,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K.
19,10,Married-spouse-absent,Adm-clerical,Own-child,White,Male,40,United-States,<=50K.
55,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K.
48,9,Widowed,Sales,Unmarried,White,Female,37,United-States,<=50K.
47,9,Married-civ-spouse,Tech-support,Husband,White,Male,65,United-States,>50K.
32,9,Never-married,Other-service,Not-in-family,White,Female,56,United-States,<=50K.
27,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K.
41,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K.
25,12,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,<=50K.
27,9,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,60,United-States,<=50K.
31,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,<=50K.
28,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K.
23,9,Separated,Machine-op-inspct,Own-child,White,Male,53,United-States,<=50K.
31,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K.
21,9,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K.
26,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K.
45,10,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K.
30,9,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K.
45,9,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K.
27,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K.
29,7,Separated,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K.
31,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K.
57,5,Married-civ-spouse,Transport-moving,Other-relative,White,Female,40,?,<=50K.
60,13,Married-civ-spouse,Other-service,Husband,White,Male,25,United-States,<=50K.
26,10,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K.
